models,f1_weighted_train,f1_weighted_test,roc_auc_ovr_weighted_train,roc_auc_ovr_weighted_test,balanced_accuracy_train,balanced_accuracy_test,balanced_accuracy_diff,log_loss_train,log_loss_test
RandomForestClassifier,0.7740816830669379,0.7474300521023735,0.8985211196348443,0.8631557364323896,0.8980949622608395,0.8228766233479687,0.07521833891287077,0.9647611747297387,1.0285187746628148
KNeighborsClassifier,0.8291808775786773,0.6189819563340587,0.9385596784045708,0.4298146912736584,0.7817383229246049,0.10666133820506965,0.6750769847195353,0.2339610894990363,12.661761789304515
