models,f1_weighted_train,f1_weighted_test,roc_auc_ovr_weighted_train,roc_auc_ovr_weighted_test,balanced_accuracy_train,balanced_accuracy_test,balanced_accuracy_diff,log_loss_train,log_loss_test
RandomForestClassifier,0.7048714995686115,0.6947374088134471,0.8794212572341791,0.8621337112224527,0.839229997905898,0.8044799569912013,0.03475004091469669,1.3922228954592444,1.4118929874022716
KNeighborsClassifier,0.8291808775786773,0.6189819563340587,0.9385596784045708,0.4298146912736584,0.7817383229246049,0.10666133820506965,0.6750769847195353,0.2339610894990363,12.661761789304515
