models,f1_weighted_train,f1_weighted_test,roc_auc_ovr_weighted_train,roc_auc_ovr_weighted_test,balanced_accuracy_train,balanced_accuracy_test,balanced_accuracy_diff,log_loss_train,log_loss_test
RandomForestClassifier,0.7377024093623279,0.7290698873162447,0.8899533520188629,0.8705348057485501,0.8733651451388413,0.8328736968561676,0.0404914482826737,1.0129818097631105,1.0476064297013303
KNeighborsClassifier,0.8291808775786773,0.6189819563340587,0.9385596784045708,0.4298146912736584,0.7817383229246049,0.10666133820506965,0.6750769847195353,0.2339610894990363,12.661761789304515
